EventDate,Period,Page number (if applic),Recipient name (original transcription),Nature of recipient (original transcription),Name,Institution - common name from Exit Books,Town/City,Level of study ,School type,Denomination/organisation,No. of objects,Event information (any extra information not in list of specimens),BHL Exit Book Link,BHL School Letter Book Link (Vol 1 only)
03.12.1901,1876-1914,15,"Miss M Wyatt, The Head Mistress","St Mary's Girls School, Princes Road, Lambeth","Wyatt, M",St Mary's Girls School,London,Elementary ,Voluntary ,Church of England ,22,38/387 Ack Dec 6th 1901,https://biodiversitylibrary.org/page/57407530,
03.12.1901,1876-1914,15,"Mr G N Syers, The Head Master","Railway Cottages Board School, Willesden Junction","Syers, G N",Railway Cottages Board School,London,Elementary ,Board,,22,39/388 Ack Dec 4th 1901,https://biodiversitylibrary.org/page/57407530,
03.12.1901,1876-1914,15,"Miss E Northey, The Head Mistress","Alma Road Board School, Ponders End, N","Northey, E",Alma Road Girls Board School,London,Elementary ,Board,,22,40/389,https://biodiversitylibrary.org/page/57407530,
03.12.1901,1876-1914,16,"Mr John Anderson, The Head Master","Presbyterian School, Wooler, Northumberland","Anderson, John",Presbyterian School,Wooler,Elementary ,Voluntary ,Presbyterian ,22,41/390,https://biodiversitylibrary.org/page/57407531,
17.02.1902,1876-1914,17,"Mr Thos H Cross Esq, The Head Master","Dyrham School, Bristol","Cross, Thomas H",Dyrham School,Bristol,Elementary ,Voluntary,Church of England ,26,42/391,https://biodiversitylibrary.org/page/57407532,
17.02.1902,1876-1914,17,"Rev J E Symns, The Head Master","Bancrofts School, Woodford Green, Essex","Symns, J E, Reverend",Bancrofts School,Woodford Green,Secondary ,Private,,32,43/379. Applied for by Mr J J Chapman. Ack by Rev J. E. Symns. Feb 18th 1902. ,https://biodiversitylibrary.org/page/57407532,
17.02.1902,1876-1914,17,"Mr Geo Jenkinson, The Head Master","Board School, Stainforth, via Doncaster","Jenkinson, George",Board School,Stainforth,Elementary ,Board,,45,44/397 Ack by Mr Jenkinson Feb 18th 1902. ,https://biodiversitylibrary.org/page/57407532,
17.02.1902,1876-1914,17,"Mr S Glynne Jones, The Manual Instructor","Higher Grade School, Colwyn Bay","Glynne Jones, S",Higher Grade School,Colwyn Bay,Secondary ,Board,,32,45/407,https://biodiversitylibrary.org/page/57407532,
17.02.1902,1876-1914,18,"Mr G Chenery, The Head Master","Archdeacon Cambridge School, (Boys) Vicarage Road, Twickenham","Chenery, G",Archdeacon Cambridge School (Boys),London,Elementary ,Voluntary ,Church of England ,30,46/404 Ack. Mar 7th 02,https://biodiversitylibrary.org/page/57407533,
17.02.1902,1876-1914,18,"Miss Grace Clifford, The Head Mistress","The High School, Church Schools Co. Ltd, Streatham SW","Clifford, Grace",The High School,London,Secondary ,Private,,23,47/392 Ack. By Miss Lefroy Feb 18th 1902,https://biodiversitylibrary.org/page/57407533,
17.02.1902,1876-1914,18,"S Marie Seraphia de Sion, The Sister Superior","Notre Dame de Sion, Eden Grove, Holloway","de Sion, Marie Seraphia, Sister",Notre Dame de Sion,London,Elementary ,Voluntary ,Roman Catholic ,27,48/393 Ack. Feb 19th 1902,https://biodiversitylibrary.org/page/57407533,
17.02.1902,1876-1914,18,"E E Pearmund, The Head Mistress","Swaffield Road School, (Girls Dept) Earlsfield, Wandsworth, SW","Pearmund, E E",Swaffield Road School,London,Elementary ,Board,,23,49/394 Ack. By E. E. Pearmund Feb. 18th. 1902,https://biodiversitylibrary.org/page/57407533,
17.02.1902,1876-1914,18,"E Rees, The Head Mistress","Girls School, Lumley, Fence Houses, Durham","Rees, E",Girls School,Durham,Elementary ,Board,,26,50/395 Ack. Feb 20 1902,https://biodiversitylibrary.org/page/57407533,
17.02.1902,1876-1914,19,"Mr Rogers, The Head Master","St Pauls School, Bryncoedifor, Dolgelly",Rogers,St Pau'ls School,Dolgellau,Elementary ,Voluntary ,Church of England ,25,51/396 Ack. Feb. 20th 1902,https://biodiversitylibrary.org/page/57407534,
17.02.1902,1876-1914,19,"Mr E H Coumbe, BA, The Head Master - Commercial Department","South Western Polytechnic, Manresa Road, Chelsea","Coumbe, E H",South Western Polytechnic,London,Secondary ,Voluntary/Board,,23,52/398,https://biodiversitylibrary.org/page/57407534,
17.02.1902,1876-1914,19,"Mr Albert J Sidebottom, The Head Master","All Saints School, Micklehurst, Moseley, Manchester","Sidebottom, Albert J",All Saints School,Manchester,Elementary ,Voluntary,Church of England ,23,53/399 Ack by Mr Sidebottom Feb 18th 1902,https://biodiversitylibrary.org/page/57407534,
17.02.1902,1876-1914,19,"Mr E Grub, The Head Master","Eldon Road Board School, Mixed Juniors Dept, Lower Edmonton","Grub, E",Eldon Road Board School,London,Elementary ,Board,,22,54/400,https://biodiversitylibrary.org/page/57407534,
17.02.1902,1876-1914,19,"Mr J Baldwin, Clerk of the Barnsley School Board","School Board Office, Barnsley","Baldwin, J",School Board Office,Barnsley,,Board,,25,55/401 Ack Feb 20th 1902. ,https://biodiversitylibrary.org/page/57407534,
17.02.1902,1876-1914,20,"Mr W J Abel, Clerk to the City of Nottingham School Board","Nottingham School Board, Victoria Street, Nottingham","Abel, W J",Nottingham School Board,Nottingham,School Board,Board,,25,56/402 Ack Feb 20th 1902 by Mr Abel & again on Nov. 15th by the Board,https://biodiversitylibrary.org/page/57407535,
17.02.1902,1876-1914,20,"Mr Robert Reed, The Secretary","British (Mixed) School, Hartburn, Stockton on Tees","Reed, Robert",British (Mixed) School,Stockton-on-Tees,Elementary ,Voluntary,Church of England ,23,57/403,https://biodiversitylibrary.org/page/57407535,
17.02.1902,1876-1914,20,"M Mackechins, The Head Mistress","Board School, Essendine Road, Maida Hill, London W","Mackechins, M",Board School,London,Elementary ,Board,,24,58/405,https://biodiversitylibrary.org/page/57407535,
17.02.1902,1876-1914,20,"Mr Geo Bott, The Head Master","Walton National School, Wakefield","Bott, George",Walton National School,Wakefield,Elementary ,Voluntary,Church of England ,22,59/406,https://biodiversitylibrary.org/page/57407535,
17.02.1902,1876-1914,20,"Mr Alfred Roach, The Head Master","St Mawgan Board School, St Columb, Cornwall","Roach, Alfred",St Mawgan Board School,St Columb Major,Elementary ,Board,,22,60/408 Ack Feb 26th. 1902.,https://biodiversitylibrary.org/page/57407535,
17.02.1902,1876-1914,20,"Mr J Y Whittaker, The Head Master","New Richmond Public Schools, North Road, Richmond","Whittaker, J Y",New Richmond Public Schools,London,Elementary ,Board,,23,61/409 Ack By Lewis G Zhripp (Head Teacher) 27.2.02,https://biodiversitylibrary.org/page/57407535,
19.02.1902,1876-1914,21,"Mr Alfred Haynes, The Head Master","All Saints School, Jesmond Street, East St, Walworth","Haynes, Alfred",All Saints School,London,Elementary ,Voluntary,Church of England ,21,62/410,https://biodiversitylibrary.org/page/57407536,
19.02.1902,1876-1914,21,"Mr W W Heard, The Head Master","Boys School, Hillingdon, Uxbridge","Heard, W W",Boys School,London,Elementary ,Voluntary,Church of England ,25,"63/411 Ack Feb 20th, 1902",https://biodiversitylibrary.org/page/57407536,
19.02.1902,1876-1914,21,"Mr G H Rowe, The Head Master","Stationers' Companys' School, Hornsey, N","Rowe, G H",Stationers' Companys' School,London,Secondary ,Endowed/Grammar ,Stationers' Company,25,64/412 Ack by Mr H Chettle Feb 20.1902,https://biodiversitylibrary.org/page/57407536,
19.02.1902,1876-1914,21,Miss Fanny Moore ? The Head Mistress,"National School, Faversham, Kent","Moore, Fanny",National School,Faversham,Elementary ,Voluntary,Church of England ,24,65/413 Ack Feb 20th 1902,https://biodiversitylibrary.org/page/57407536,
19.02.1902,1876-1914,21,"Mr G H Tyler, The Head Master",St Bartholemew's School (Senior Dept) Haslemere,"Tyler, G H",St Bartholemew's School,Haslemere,Secondary ,Voluntary,Church of England ,27,"66/414 Ack Feb 20th, 1902",https://biodiversitylibrary.org/page/57407536,
19.02.1902,1876-1914,21,"Mr C C Carter, The Head Master","Quernmore School, Bromley, Kent","Carter, C C",Quernmore School,Bromley,Elementary ,Board,,25,67/415,https://biodiversitylibrary.org/page/57407536,
19.02.1902,1876-1914,22,"Mr Martin Sayers, The Head Master","Upper School, Abinger, Dorking, Surrey","Sayers, Martin",Upper School,Dorking,Secondary ,Board,,24,68/416,https://biodiversitylibrary.org/page/57407537,
19.02.1902,1876-1914,22,"Miss Florence Ada Locks, The Head Mistress","Bunhill Row Schools (Girls Dept) Burnhill Row, EC","Locks, Florence Ada",Bunhill Row Schools,London,Elementary ,Board,,27,69/417 Ack Feb. 20th 1902.,https://biodiversitylibrary.org/page/57407537,
19.02.1902,1876-1914,22,"Miss M Davies, The Head Mistress","Preston (UD) Girls School, Davington, Faversham, Kent","Davies, M",Preston (UD) Girls School,Faversham,Elementary ,Voluntary,Church of England ,26,70/418 Ack Feb 21st 1902,https://biodiversitylibrary.org/page/57407537,
19.02.1902,1876-1914,22,"Miss Lavinia Roe, The Head Mistress","Kensington Avenue School, East Ham","Roe, Lavinia",Kensington Avenue School,London,Elementary ,Board,,28,71/429,https://biodiversitylibrary.org/page/57407537,
19.02.1902,1876-1914,22,"Mr Percy Warner, Head Master","Peaffordd Schools, Bletherston, Narberth, S Wales","Warner, Percy",Peaffordd Schools,Narberth,Elementary ,Board,,23,73/422,https://biodiversitylibrary.org/page/57407537,
19.02.1902,1876-1914,23,Miss Day,"Drayton, Penkridge, Stafford",Day,,Stafford,Unknown,Unknown,,22,74/423 Ack Feb 23rd 1902,https://biodiversitylibrary.org/page/57407538,
19.02.1902,1876-1914,23,"Mr R J Reed, Head Master","St John's National School, Usk Road, Battersea","Reed, R J",St John's National School,London,Elementary ,Voluntary,Church of England ,21,75/424 Ack Feb 20th 1902,https://biodiversitylibrary.org/page/57407538,
02.04.1902,1876-1914,23,G Marshall-Woodrow Esq,"5 Huntley Terrace (45 Montgomerie St), Kelimside N [school]","Marshall-Woodrow, G",,London,Unknown,Unknown,,37,426 Acknowledged April 8th 1902,https://biodiversitylibrary.org/page/57407538,
03.04.1902,1876-1914,24,G W Lynch Esq,"Framlingham College, Suffolk","Lynch, G W",Framlingham College,Woodbridge,Secondary ,Private,,1,427 Ack Ap 7th 1902,https://biodiversitylibrary.org/page/57407539,
04.04.1902,1876-1914,24,Mr W Williams,"School Board for London, c/o Superintendent, Store Yard, Hyde Park","Williams, W",School Board for London,London,,Board,,878,Ack April 23rs 1902,https://biodiversitylibrary.org/page/57407539,
24.04.1902,1876-1914,24,E H Vidler,"Victoria Board School, Becklow Rd, Starch Green W","Vidler, Ernest H",Victoria Board School,London,Elementary ,Board,,18,428 Ack Ap 28th 1902,https://biodiversitylibrary.org/page/57407539,
09.05.1902,1876-1914,24,"Mr W Jones, Hd Master","The National School, Southminster, Essex","Jones, W",The National School,Southminster,Elementary ,Voluntary,Church of England ,29,429,https://biodiversitylibrary.org/page/57407539,
15.05.1902,1876-1914,24,"Mr Wm Parry, Hd Master","The Schools, Acrefair, Ruabon","Parry, William",The Schools,Ruabon,Elementary ,Board,,34,430 Ack by Mr Parry May 24 02,https://biodiversitylibrary.org/page/57407539,
23.06.1902,1876-1914,25,The Head Master Mr J Block,"St Mary's Schools, Byfleet, Surrey","Block, J",St Mary's Schools,Byfleet,Elementary ,Voluntary,Church of England ,26,431,https://biodiversitylibrary.org/page/57407540,
23.06.1902,1876-1914,25,"Mr Wilfred Pheasey, Head Instructor","Gladstone Manual Training School, Crwy's Road, Cardiff","Pheasey, Wilfred",Gladstone Manual Training School,Cardiff,Elementary ,Technical/vocational ,,33,432 Ack July 14th 1902,https://biodiversitylibrary.org/page/57407540,
06.09.1902,1876-1914,25,"Mr Thos Nicholson, Head Master","St John's Schools, Exton Street, Waterloo SE","Nicholson, Thomas",St John's Schools,London,Elementary ,Voluntary,Church of England ,22,433 Ack Sept 9th 1902,https://biodiversitylibrary.org/page/57407540,
24.09.1902,1876-1914,25,"Mr E P Attwood, Head Master","School House, Swanley","Attwood, E P",School House,Swanley,Elementary ,Voluntary,Church of England ,26,435 Ack Sept 26 02,https://biodiversitylibrary.org/page/57407540,
06.11.1902,1876-1914,25,The Head Master for Manual Training Dept,"Public Higher Grade School, Montague St, Blackburn",,Public Higher Grade School,Blackburn,Secondary ,Board,,20,434 Ack Nov 10th 1902,https://biodiversitylibrary.org/page/57407540,
06.01.1903,1876-1914,35,W I Hannan Esq,"Alnton Technical School, Alnton, Lancs","Hannan, W I",Alnton Technical School,Alnton,Elementary ,Technical/vocational ,,25,"School letter 436 Ack By Mr J T Walmsley, Secretary & Librarian, 9 Jan 03",https://biodiversitylibrary.org/page/57407550,
12.02.1903,1876-1914,35,"John R Strabell Esq, Head Master","Cowper Testimonial School, Hertford, Herts","Strabell, John R",Cowper Testimonial School,Hertford,Elementary ,Voluntary,Church of England ,95,438 Ack 28th Feb 1903,https://biodiversitylibrary.org/page/57407550,
17.03.1903,1876-1914,35,"M Booth, The Head Mistress","Bagby School, Thirsk, Yorks ","Booth, M",Bagby School,Thirsk,Elementary ,Voluntary,Church of England ,30,439 Ack Mar 20.03,https://biodiversitylibrary.org/page/57407550,
30.04.1903,1876-1914,35,"Mr J Janton, Head Teacher","Albert St Board School, N Finchley, Middlesex","Janton, J",Albert Street Board School,London,Elementary ,Board,,33,440 Receipt ack May 1st 03,https://biodiversitylibrary.org/page/57407550,
03.07.1903,1876-1914,36,"Mr W C Edwards, The Headmaster","The School House, Framfield, Uckfield, Sussex","Edwards, W C",The School House,Uckfield,Elementary ,Voluntary,Church of England ,40,444 Ack July 7th 1903,https://biodiversitylibrary.org/page/57407551,
16.01.1904,1876-1914,39,"Mr W Nicholson, Head Master","Knowsley Rd British School, St Helens","Nicholson, W",Knowsley Road British School,St Helens,Elementary ,Voluntary,British and Foreign School Society,21,448. Ack Jan 20.1904,https://biodiversitylibrary.org/page/57407554,
16.01.1904,1876-1914,39,"Miss C Silburn, Head Mistress","Southminster School, Essex","Silburn, C",Southminster School,Southminster,Elementary ,Voluntary,Church of England ,21,449,https://biodiversitylibrary.org/page/57407554,
10.02.1904,1876-1914,42,"The Head Master, Mr A Watherston","Council Schools, Ambergate, Derby","Watherston, A",Council Schools,Derby,Elementary ,Board,,22,450,https://biodiversitylibrary.org/page/57407557,
10.02.1904,1876-1914,42,"The Head Master, Mr R Groves","Brayton Schools, Selby, Yorks","Groves, R",Brayton Schools,Selby,Elementary ,Voluntary,Church of England ,21,451,https://biodiversitylibrary.org/page/57407557,
10.02.1904,1876-1914,42,"The Head Master, Mr W Luchbold","British Schools, Doncaster","Luchbold, W",British Schools,Doncaster,Elementary ,Voluntary,British and Foreign School Society,21,452,https://biodiversitylibrary.org/page/57407557,
10.02.1904,1876-1914,42,The Head Teacher,"St Mary's School, Grey St, Loughborough",,St Mary's School,Loughborough,Elementary ,Voluntary,Roman Catholic ,21,454 Ack Feb 13 1904,https://biodiversitylibrary.org/page/57407557,
10.02.1904,1876-1914,42,Miss A Halksworth,"62 Sterndale Rd, West Kensington Park W [school]","Halksworth, A",,London,Unknown,Unknown,,21,455 Ack Feb 16 1904,https://biodiversitylibrary.org/page/57407557,
10.02.1904,1876-1914,42,"The Head Master, Mr A Waterfall","Church School, Hartington, Buxton","Waterfall, A",Church School,Buxton,Elementary ,Voluntary,Church of England ,21,456,https://biodiversitylibrary.org/page/57407557,
10.02.1904,1876-1914,42,The Head Master,"Powell's Endowed School, Cirencester",,Powell's Endowed School,Cirencester,Secondary ,Endowed/grammar ,,21,457,https://biodiversitylibrary.org/page/57407557,
10.02.1904,1876-1914,42,"The Head Master, J Ormerod","Walverden School, Nelson, Lancs","Ormerod, J",Walverden School,Nelson,Elementary ,Board,,21,458,https://biodiversitylibrary.org/page/57407557,
10.02.1904,1876-1914,43,Miss M A Hildage,"39 Stamford New Road, Altrincham, Cheshire [school]","Hildage, M A",,Altrincham,Unknown,Unknown,,22,459 Ack Feb 14 1904,https://biodiversitylibrary.org/page/57407558,
10.02.1904,1876-1914,43,Mrs S C Ritchie,"The Schools, Killinchey, Co Down, Ireland","Ritchie, S C",The Schools,Killinchey,Elementary ,Board,,22,460 Ack Feb 22 04,https://biodiversitylibrary.org/page/57407558,
10.02.1904,1876-1914,43,The Head Master,"Fowey C School, Fowey, Cornwall",,Fowey C School,Fowey,Elementary ,Board,,22,461,https://biodiversitylibrary.org/page/57407558,
10.02.1904,1876-1914,43,"The Head Master, Mr Gramond","Public School, Cullen N13",Gramond,Public School,London,Elementary ,Board,,22,463,https://biodiversitylibrary.org/page/57407558,
10.02.1904,1876-1914,43,"The Head Master, Mr W Long","Llannefydd School, Trefnant, N Wales","Long, W",Lllannefydd School,Trefnant,Elementary ,Voluntary,Church of England ,22,464,https://biodiversitylibrary.org/page/57407558,
10.02.1904,1876-1914,43,"The Head Master, Mr G E Pugh","The Schools, Abersychan, Monmouth","Pugh, G E",The Schools,Abersychan,Elementary ,Board,,22,465,https://biodiversitylibrary.org/page/57407558,
10.02.1904,1876-1914,43,"The Head Mistress, Myra O'Brien","Treforest RC School, Pontypridd, N Wales","O'Brien, Myra",Treforest RC School,Pontypridd,Elementary ,Voluntary,Roman Catholic ,22,466,https://biodiversitylibrary.org/page/57407558,
10.02.1904,1876-1914,43,"The Head Master, Mr J R Jones","Willliamstown Council Sch, Penygraig, Glamorgan","Jones, J R",Willliamstown Council School,Glamorgan,Elementary ,Board,,22,467,https://biodiversitylibrary.org/page/57407558,
10.02.1904,1876-1914,44,"The Head Teacher, Mr M Hughes","St Pauls School, Seacombe, Liverpool","Hughes, M",St Paul's School,Liverpool,Elementary ,Voluntary,Church of England ,22,468,https://biodiversitylibrary.org/page/57407559,
10.02.1904,1876-1914,44,"The Head Master, Mr A W Allen","Heath School, Sandbach, Cheshire","Allen, A W",Heath School,Sandbach,Elementary ,Voluntary,Church of England ,22,469,https://biodiversitylibrary.org/page/57407559,
